Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
bus cage,,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 7QX,CA-C,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530264,181396,"LINESTRING (530274.018417594 181401.603586345,530272.493081291 181403.383076971,530256.934650993 181388.607306491,530258.344556441 181387.047752909)","LINESTRING (-0.123902910262633 51.5165335929691,-0.123924223574464 51.5165499359716,-0.12415377692514 51.5164207359531,-0.124134045006391 51.5164063960711)",46042401,Defined By Custodian,4/9/17 23:31,1375
free (buses),2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,High Holborn,WC1V 6PA,CA-C,N/A,27,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530200,181349,"LINESTRING (530213.392483318 181352.117751517,530211.957842686 181354.82697601,530189.193228986 181344.379966435,530190.561909129 181341.75071905)","LINESTRING (-0.124794408601537 51.5161028465741,-0.124814072567152 51.516127523696,-0.125145818061951 51.5160388819205,-0.125127074501142 51.5160149387624)",46042403,Defined By Custodian,4/9/17 23:31,1376
paid-for,5,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13278,C108,High Holborn,WC1V 7AA,CA-C,N/A,27,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530164,181332,"LINESTRING (530178.400444005 181336.022358776,530177.427526795 181337.81184654,530152.296580559 181326.385117407,530153.121086669 181324.585632505)","LINESTRING (-0.125304355562281 51.5159662599674,-0.125317708680427 51.5159825653892,-0.125683896936223 51.5158856624398,-0.125672685032037 51.5158693013767)",46042404,Defined By Custodian,4/9/17 23:31,1377
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Shaftesbury Avenue,WC2H 8DX,CA-C,N/A,7,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530112,181408,"LINESTRING (530109.710839971 181406.332232784,530111.681409575 181405.832375866,530113.5200582 181411.340799096,530109.743820216 181412.420490038)","LINESTRING (-0.12626779545702 51.5166139172477,-0.126239596347329 51.5166089718048,-0.126211081531723 51.5166580508696,-0.126265075129045 51.5166686225445)",46042405,Defined By Custodian,4/9/17 23:31,1378
resident permit holders only,4,at any time,N/A,N/A,N/A,N/A,Bucknall Street,WC1A 1DG,CA-C,CA-C,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529986,181362,"LINESTRING (529975.003031702 181358.265991602,529975.96770385 181356.456509561,529981.071396672 181359.605608141,529986.488401816 181362.834683827,529991.402458232 181365.853819609,529995.599194332 181368.403089888,529994.68399255 181370.062614854)","LINESTRING (-0.128225793204368 51.516212942647,-0.128212565097828 51.5161964597597,-0.128137893550646 51.5162235864425,-0.128058679630058 51.5162513597804,-0.127986787232543 51.5162773620286,-0.127925399872427 51.5162993066261,-0.127937970604652 51.5163144305628)",46042406,Defined By Custodian,4/9/17 23:31,1379
solo motorcycles,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Daleham Gardens,NW3 5DD,CA-B,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526695,185026,"LINESTRING (526697.492303281 185028.485402224,526695.496998495 185028.415422256,526695.604184289 185023.986689967,526697.63246932 185024.096658489)","LINESTRING (-0.174115366566206 51.5499404790976,-0.17414415324792 51.5499402977837,-0.174144201652951 51.5499004735356,-0.174114925212086 51.5499010068213)",46035085,Defined By Custodian,4/9/17 23:31,138
bus cage,,at any time,N/A,N/A,N/A,N/A,Earnshaw Street,WC1A 1DB,CA-C,N/A,30,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529936,181350,"LINESTRING (529940.126423244 181334.802707897,529942.072257664 181335.622473242,529931.798911532 181364.584183039,529929.811851807 181363.834397662)","LINESTRING (-0.128736782481136 51.5160101019314,-0.128708453714445 51.516017021735,-0.128845760109873 51.5162796507952,-0.128874657041518 51.5162733693172)",46042407,Defined By Custodian,4/9/17 23:31,1380
bus cage,,at any time,N/A,N/A,N/A,N/A,St Giles High Street,WC2H 8LW,CA-C,N/A,28,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529909,181328,"LINESTRING (529906.404123341 181342.470513011,529904.565474715 181341.710730496,529914.228686325 181315.728167927,529916.949556489 181316.707887486)","LINESTRING (-0.129219678790503 51.5160867576928,-0.129246441586475 51.5160803521863,-0.12911682450946 51.5158446362686,-0.129077273803106 51.5158528155569)",46042408,Defined By Custodian,4/9/17 23:31,1381
bus cage,,at any time,N/A,N/A,N/A,N/A,St Giles High Street,WC1A 1DD,CA-C,N/A,27,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529899,181354,"LINESTRING (529897.870485101 181367.793264449,529895.281535915 181366.763559199,529904.128486477 181342.300561659,529906.379388157 181343.170312695)","LINESTRING (-0.129333270049048 51.5163162845351,-0.129370939380712 51.5163076256575,-0.129252518589502 51.5160857531743,-0.129219777397072 51.5160930522238)",46042409,Defined By Custodian,4/9/17 23:31,1382
bus cage,,at any time,N/A,N/A,N/A,N/A,St Giles High Street,WC1A 1DD,CA-C,N/A,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529885,181354,"LINESTRING (529886.195478582 181346.46936835,529888.388664835 181347.219153726,529883.425138052 181361.505064427,529881.215461677 181360.825259019)","LINESTRING (-0.129509282663348 51.5161273361104,-0.129477416953076 51.5161335704002,-0.129543650185471 51.5162630928577,-0.129575727733066 51.5162574912233)",46042410,Defined By Custodian,4/9/17 23:31,1383
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Denmark Street,WC2H 8NN,CA-C,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529911,181270,"LINESTRING (529912.2416266 181274.320020886,529913.321729604 181272.750470165,529908.737475632 181269.171494636,529907.649127567 181270.701056804)","LINESTRING (-0.129160691916863 51.5154729726034,-0.129145712743079 51.5154586194766,-0.129213059073216 51.5154275096509,-0.129228171738278 51.5154415053005)",46042411,Defined By Custodian,4/9/17 23:31,1384
loading / resident permit holders,1,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Denmark Street,WC2H 8NN,CA-C,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529903,181265,"LINESTRING (529907.517206589 181270.611082559,529908.613799716 181269.071523253,529898.991813411 181261.593663768,529897.952935712 181263.123225935)","LINESTRING (-0.129230104968064 51.5154407270397,-0.129214877227204 51.5154266396555,-0.129356218977922 51.5153616491482,-0.129370619128777 51.515375633416)",46042412,Defined By Custodian,4/9/17 23:31,1385
loading / disabled (blue badge),,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Denmark Street,WC2H 8LX,CA-C,N/A,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529885,181251,"LINESTRING (529884.645407095 181252.616233531,529885.593589121 181251.306608407,529872.343775932 181241.089533014)","LINESTRING (-0.129566159556358 51.5152842674968,-0.129552984724118 51.5152722805798,-0.129747586341949 51.5151835064732)",46042413,Defined By Custodian,4/9/17 23:31,1386
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Stacey Street,WC2H 8BS,CA-C,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529937,181177,"LINESTRING (529937.933236991 181173.728814819,529939.42559305 181174.458605919,529936.317205015 181180.406903236,529934.841339078 181179.557146477)","LINESTRING (-0.128827691448175 51.5145630927763,-0.128805928207102 51.5145693082443,-0.128848508005623 51.5146234776786,-0.128870077936217 51.5146161803257)",46042414,Defined By Custodian,4/9/17 23:31,1387
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,New Compton Street,WC2H 8AH,CA-C,N/A,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529965,181151,"LINESTRING (529969.553046314 181153.454618248,529967.978239644 181154.784237648,529962.684910417 181147.636283729,529964.144286231 181146.47661568)","LINESTRING (-0.128379737629854 51.5143736296707,-0.128401929804457 51.5143859404101,-0.128480802371967 51.5143229208269,-0.128460210155453 51.5143121639218)",46042415,Defined By Custodian,4/9/17 23:31,1388
resident permit holders only,2,at any time,N/A,N/A,N/A,N/A,New Compton Street,WC2H 8DN,CA-C,CA-C,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530019,181237,"LINESTRING (530018.339072849 181241.53940424,530020.087025802 181241.209498675,530019.674772747 181238.650231257,530018.800796271 181235.990992456,530016.533404468 181231.112388942,530014.703000903 181231.942151425)","LINESTRING (-0.127644614675297 51.5151540011082,-0.127619560076458 51.5151506344779,-0.127626440949943 51.5151277300631,-0.127640008957762 51.5151040334007,-0.127674464422135 51.515060712485,-0.127700522338097 51.515068590091)",46042416,Defined By Custodian,4/9/17 23:31,1389
loading,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Belsize Lane,NW3 5AR,CA-B,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526874,184962,"LINESTRING (526875.354761354 184968.292632225,526877.152184674 184967.312912667,526872.073227036 184958.195522493,526870.358254327 184959.205233466)","LINESTRING (-0.171573242462272 51.5493596123631,-0.171547686700976 51.5493504040561,-0.171624181615478 51.5492696087316,-0.171648538069485 51.5492790680286)",46035086,Defined By Custodian,4/9/17 23:31,139
bus cage,,at any time,N/A,N/A,N/A,N/A,St Giles High Street,WC2H 8DA,CA-C,N/A,26,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530049,181297,"LINESTRING (530062.211042968 181297.763310314,530061.543193019 181300.662480436,530037.335693626 181293.994389157,530038.193179981 181291.155201866)","LINESTRING (-0.126991990951626 51.5156491759094,-0.127000541520185 51.515675383285,-0.127351669261645 51.5156210267921,-0.127340364989709 51.5155953148754)",46042417,Defined By Custodian,4/9/17 23:31,1390
loading,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Shaftesbury Avenue,WC2H 8JP,CA-C,N/A,32,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530076,181256,"LINESTRING (530076.90374185 181271.300885105,530078.800105903 181269.301457435,530076.771820873 181255.995266293,530074.141646381 181254.19578139,530076.90374185 181271.300885105)","LINESTRING (-0.126790122412678 51.5154079883834,-0.126763545645722 51.5153895840546,-0.126797665221473 51.5152704727983,-0.126836211710545 51.5152549064874,-0.126790122412678 51.5154079883834)",46042418,Defined By Custodian,4/9/17 23:31,1391
paid-for,5,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13295,C111,Shaftesbury Avenue,WC2H 8AN,CA-C,N/A,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530028,181183,"LINESTRING (530018.990432676 181176.08813947,530022.3131923 181173.808791926,530028.439272698 181183.256087666,530036.074199278 181195.142685163,530032.578293371 181197.172104248)","LINESTRING (-0.127659351464135 51.5145656647266,-0.127612333540926 51.5145444170999,-0.127520617889532 51.51462790795,-0.127406270871452 51.5147329728841,-0.127455874838899 51.5147520143915)",46042419,Defined By Custodian,4/9/17 23:31,1392
loading / resident permit holders,1,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Monmouth Street,WC2H 9EW,CA-C,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530066,181130,"LINESTRING (530068.947257888 181135.649714848,530067.116854323 181135.859654754,530066.34181858 181125.302676657,530067.974340678 181125.352662349)","LINESTRING (-0.126954727928187 51.5141907714562,-0.126981013700612 51.5141930790993,-0.126996067933614 51.5140983856705,-0.126972536466944 51.5140984593994)",46042422,Defined By Custodian,4/9/17 23:31,1393
